Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Maximum_edit_distance,Maximum_AS_path_length,Number_of_incomplete_packets,Labels
35,4,55,6,5,5,0.6,8,7,Normal
31,5,49,6,7,7,0.6,14,4,Normal
66,6,268,10,6,6,1.2,11,7,Normal
33,7,87,28,6,6,0.6,11,4,Normal
34,6,57,12,6,6,0.6,15,6,Normal
82,6,288,27,6,6,1.4,11,7,Normal
34,6,52,16,6,6,0.6,10,1,Normal
27,2,36,2,7,7,0.4,12,0,Normal
20,2,21,2,7,7,0.3,12,1,Normal
25,4,63,7,6,6,0.4,10,6,Normal
36,1,81,4,6,6,0.6,10,2,Normal
32,7,53,13,6,6,0.6,10,1,Normal
33,2,48,2,5,5,0.5,10,6,Normal
38,5,83,29,6,6,0.7,9,6,Normal
32,7,74,27,7,7,0.6,11,4,Normal
46,5,142,28,6,6,0.8,12,1,Normal
29,4,46,11,6,6,0.5,11,5,Normal
38,4,47,6,7,7,0.7,13,2,Normal
38,2,46,2,7,7,0.6,12,3,Normal
39,5,84,10,6,6,0.7,9,1,Normal
30,3,62,4,6,6,0.5,10,0,Normal
28,3,63,4,5,5,0.5,8,2,Normal
37,3,90,30,5,5,0.6,6,7,Normal
53,2,115,7,6,6,0.9,12,15,Normal
41,6,72,31,5,5,0.7,7,12,Normal
30,5,64,9,6,6,0.5,13,7,Normal
29,4,49,8,6,6,0.5,13,2,Normal
22,3,29,6,5,5,0.4,9,3,Normal
43,6,66,10,6,6,0.8,10,9,Normal
23,3,37,3,5,5,0.4,15,5,Normal
22,4,34,12,6,6,0.4,16,8,Normal
57,7,85,18,7,7,1,14,7,Normal
40,5,69,14,6,7,0.7,15,1,Normal
50,3,66,5,7,7,0.8,11,6,Normal
81,4,117,12,7,7,1.4,12,8,Normal
76,4,129,18,7,7,1.3,14,9,Normal
38,4,57,9,7,6,0.7,15,3,Normal
32,5,53,17,6,7,0.6,14,2,Normal
36,6,61,26,6,6,0.7,12,1,Normal
35,6,59,33,5,5,0.6,10,6,Normal
37,2,57,2,6,6,0.6,10,3,Normal
39,6,53,22,6,6,0.7,10,0,Normal
51,4,80,8,6,6,0.9,10,7,Normal
41,6,84,15,6,6,0.7,8,8,Normal
56,6,101,22,6,6,1,7,9,Normal
40,6,83,20,7,6,0.7,18,8,Normal
33,4,41,17,6,6,0.6,17,7,Normal
20,5,22,11,6,6,0.4,17,5,Normal
27,5,29,13,6,6,0.5,7,4,Normal
35,6,47,24,6,6,0.6,10,3,Normal
44,2,88,2,6,6,0.7,10,5,Normal
27,3,43,5,5,5,0.5,10,1,Normal
36,4,56,6,7,7,0.6,13,9,Normal
44,6,75,14,6,6,0.8,11,10,Normal
53,5,70,17,6,6,0.9,10,13,Normal
63,6,81,15,7,7,1.1,11,18,Normal
44,5,57,14,6,6,0.8,10,8,Normal
41,7,53,20,6,6,0.8,11,8,Normal
48,6,72,13,7,7,0.9,15,11,Normal
35,6,45,20,7,7,0.6,18,14,Normal
51,3,136,11,7,7,0.9,13,2,Normal
37,5,77,6,7,7,0.7,11,1,Normal
50,6,79,21,7,7,0.9,12,7,Normal
32,6,49,15,7,7,0.6,12,4,Normal
28,5,47,24,7,7,0.5,12,8,Normal
23,6,41,16,6,6,0.4,10,4,Normal
44,3,135,49,6,6,0.7,8,6,Normal
63,4,183,10,6,6,1.1,13,2,Normal
60,6,112,77,6,6,1.1,11,7,Normal
62,6,162,27,6,6,1.1,14,13,Normal
36,5,63,10,7,7,0.6,16,8,Normal
44,6,89,11,6,6,0.8,16,4,Normal
42,6,65,18,6,6,0.8,10,7,Normal
44,5,68,16,6,6,0.8,11,12,Normal
33,4,57,6,6,6,0.6,10,9,Normal
36,4,75,8,7,6,0.6,10,10,Normal
58,4,137,11,6,6,1,8,16,Normal
50,4,170,12,6,7,0.9,13,9,Normal
34,5,108,10,6,6,0.6,9,2,Normal
25,3,28,4,5,5,0.4,7,5,Normal
31,5,37,10,6,6,0.6,14,5,Normal
30,5,46,23,7,6,0.5,13,3,Normal
33,3,44,10,7,6,0.6,13,4,Normal
25,5,43,7,5,6,0.5,13,1,Normal
35,5,61,9,6,6,0.6,13,6,Normal
71,5,112,15,7,7,1.2,14,6,Normal
73,5,126,9,6,6,1.3,11,8,Normal
56,4,98,6,7,7,100,11,7,Normal
35,5,56,11,6,6,0.6,7,5,Normal
88,7,127,26,7,7,1.5,15,12,Normal
54,6,84,33,8,8,100,14,7,Normal
45,5,97,44,6,6,0.8,11,3,Normal
53,6,107,22,6,6,0.9,10,2,Normal
84,5,184,14,7,7,1.4,14,7,Normal
43,6,57,23,6,6,0.8,11,3,Normal
32,6,42,13,6,6,0.6,12,1,Normal
27,4,36,8,5,5,0.5,8,2,Normal
30,2,40,27,5,5,0.5,11,0,Normal
50,3,95,3,7,7,0.8,9,4,Normal
28,3,47,3,6,6,0.5,9,8,Normal
57,4,114,4,6,6,1,8,12,Normal
20,4,31,10,6,6,0.4,8,2,Normal
23,5,106,19,7,7,0.4,10,3,Normal
34,3,65,5,6,6,0.6,10,1,Normal
80,4,250,11,6,6,1.4,13,10,Normal
68,3,143,17,6,6,1.1,9,7,Normal
69,5,173,10,6,6,1.2,9,11,Normal
48,7,81,18,6,6,0.9,10,11,Normal
34,5,54,16,6,6,0.6,8,5,Normal
30,6,41,15,6,6,0.6,11,2,Normal
38,3,40,6,6,5,0.6,11,6,Normal
54,4,139,32,6,6,0.9,12,4,Normal
73,6,221,15,7,7,1.3,17,9,Normal
100,4,233,82,7,7,1.7,19,11,Normal
82,5,174,59,8,8,1.4,19,8,Normal
73,5,168,85,8,8,1.3,12,11,Normal
46,6,80,9,6,6,0.8,9,13,Normal
180,8,506,31,6,6,3.1,11,22,Normal
32,4,96,10,6,6,0.6,13,9,Normal
48,4,97,10,7,7,0.8,12,13,Normal
49,2,107,3,7,7,0.8,13,10,Normal
94,6,259,16,6,6,1.6,12,9,Normal
34,3,60,4,7,7,0.6,14,4,Normal
38,6,82,17,6,6,0.7,9,6,Normal
25,4,47,15,6,6,0.4,10,4,Normal
28,4,57,8,6,6,0.5,11,7,Normal
28,3,40,3,6,6,0.5,11,4,Normal
41,6,62,11,6,6,0.7,13,11,Normal
62,7,103,12,7,7,1.1,13,6,Normal
37,5,68,76,6,6,0.7,12,7,Normal
58,7,120,16,6,6,1,10,10,Normal
55,3,117,18,6,6,0.9,11,11,Normal
32,9,44,21,6,6,0.6,10,9,Normal
40,6,51,23,5,5,0.7,7,3,Normal
37,7,85,55,5,5,0.7,8,4,Normal
43,2,106,5,5,5,0.7,7,9,Normal
54,5,145,11,6,5,0.9,9,9,Normal
33,6,83,12,5,6,0.6,9,5,Normal
40,5,64,9,6,6,0.7,10,6,Normal
29,4,47,4,6,6,0.5,11,6,Normal
25,6,26,10,5,5,0.5,8,11,Normal
31,3,42,51,6,6,0.5,8,8,Normal
33,7,55,12,6,6,0.6,13,9,Normal
45,6,76,18,6,6,0.8,10,11,Normal
36,3,52,11,6,6,0.6,10,10,Normal
37,3,72,6,7,7,0.6,11,9,Normal
47,4,98,17,7,7,0.8,13,7,Normal
51,4,102,22,6,6,0.9,10,8,Normal
22,4,39,9,6,6,0.4,10,1,Normal
31,4,51,9,5,5,0.5,8,7,Normal
35,6,54,24,5,5,0.6,8,4,Normal
61,6,113,12,6,6,1.1,12,9,Normal
44,6,64,46,6,6,0.8,10,10,Normal
23,3,60,8,6,6,0.4,11,2,Normal
27,5,57,32,6,6,0.5,10,0,Normal
39,5,60,14,6,6,0.7,8,6,Normal
35,6,79,33,5,5,0.6,8,0,Normal
33,4,54,13,5,5,0.6,8,1,Normal
45,3,73,5,6,6,0.8,10,2,Normal
46,5,64,31,6,6,0.8,10,9,Normal
40,6,58,36,6,6,0.7,12,6,Normal
37,4,61,15,6,6,0.6,14,8,Normal
40,6,53,20,6,6,0.7,13,12,Normal
45,5,56,14,5,5,0.8,11,5,Normal
44,5,88,32,6,6,0.8,10,3,Normal
45,3,90,7,5,5,0.8,8,6,Normal
46,3,71,21,6,6,0.8,10,19,Normal
44,7,77,17,6,6,0.8,11,8,Normal
35,5,49,31,7,7,0.6,14,7,Normal
50,6,99,16,6,6,0.9,12,8,Normal
57,6,95,21,5,5,1,11,13,Normal
35,5,51,22,5,5,0.6,8,17,Normal
42,5,67,24,6,6,0.7,12,12,Normal
37,6,79,25,6,6,0.7,13,8,Normal
40,4,81,12,6,6,0.7,10,3,Normal
36,6,66,16,6,6,0.7,11,3,Normal
35,4,52,12,5,5,0.6,8,3,Normal
29,2,61,19,6,6,0.5,10,7,Normal
44,5,86,12,7,7,0.8,13,11,Normal
28,5,33,8,7,7,0.5,13,7,Normal
25,4,26,6,6,6,0.4,9,9,Normal
46,4,73,12,5,5,0.8,10,7,Normal
43,5,60,15,6,6,0.8,10,9,Normal
51,8,68,19,6,6,0.9,8,9,Normal
52,7,77,30,6,6,0.9,10,19,Normal
46,6,74,18,6,6,0.8,10,13,Normal
49,3,74,8,6,6,0.8,11,12,Normal
36,5,48,14,6,6,0.6,11,6,Normal
43,5,60,6,6,6,0.8,10,2,Normal
54,5,71,10,6,6,0.9,11,5,Normal
50,3,75,7,6,6,0.8,11,11,Normal
44,6,80,15,5,5,0.8,7,13,Normal
42,6,60,7,6,7,0.8,11,5,Normal
33,3,42,5,5,5,0.6,8,5,Normal
24,5,34,9,5,5,0.4,6,1,Normal
22,5,41,16,5,5,0.4,7,1,Normal
69,5,144,19,6,6,1.2,10,8,Normal
108,4,214,56,7,7,1.8,13,9,Normal
126,3,265,11,7,7,2.1,10,14,Normal
39,5,68,8,5,5,0.7,10,9,Normal
38,5,66,17,6,6,0.7,8,3,Normal
55,5,145,15,6,6,100,11,11,Normal
67,3,191,14,7,7,1.1,15,8,Normal
36,5,66,52,7,6,0.6,16,7,Normal
46,6,78,14,6,6,0.8,16,7,Normal
30,5,50,8,5,5,0.5,7,6,Normal
19,3,37,3,5,5,0.3,6,7,Normal
14,2,21,2,6,6,0.2,10,3,Normal
30,3,37,23,6,6,0.5,10,8,Normal
31,5,42,18,5,6,0.6,11,5,Normal
53,4,102,7,6,6,0.9,11,7,Normal
31,5,55,25,6,6,0.6,9,3,Normal
54,6,165,11,6,6,100,9,7,Normal
22,5,139,12,5,5,0.4,7,3,Normal
31,4,62,7,5,5,0.5,7,4,Normal
43,5,68,12,5,5,0.8,11,4,Normal
34,3,45,8,5,5,0.6,7,11,Normal
28,5,45,11,5,5,0.5,10,5,Normal
34,2,65,8,5,5,0.6,10,7,Normal
53,4,104,19,6,6,0.9,10,13,Normal
71,6,162,26,6,6,1.2,15,3,Normal
60,6,90,9,6,6,1.1,14,9,Normal
64,3,124,21,7,7,1.1,14,8,Normal
81,5,204,15,6,6,1.4,13,21,Normal
54,7,79,35,6,6,1,15,9,Normal
44,4,68,7,5,6,0.8,11,10,Normal
47,3,125,21,5,5,0.8,8,16,Normal
64,3,162,10,5,5,1.1,11,6,Normal
36,6,68,15,5,5,0.7,10,8,Normal
30,4,49,12,6,6,0.5,9,5,Normal
42,3,86,8,6,6,0.7,8,3,Normal
21,1,38,2,5,5,0.3,6,2,Normal
26,4,42,7,6,6,0.5,8,2,Normal
40,2,58,7,6,6,0.7,11,10,Normal
52,5,84,17,6,6,0.9,13,7,Normal
66,7,149,24,6,6,1.2,10,8,Normal
44,8,92,20,6,6,0.8,9,13,Normal
55,5,95,16,5,5,100,9,13,Normal
29,4,51,10,6,6,0.5,9,2,Normal
35,2,71,3,6,6,0.6,10,3,Normal
29,4,50,15,6,6,0.5,11,1,Normal
25,4,37,10,6,6,0.4,8,4,Normal
20,6,34,11,5,5,0.4,8,3,Normal
22,4,40,8,5,5,0.4,8,2,Normal
31,5,52,10,6,6,0.6,9,2,Normal
60,4,136,28,6,6,1,8,4,Normal
45,7,66,19,6,6,0.8,10,5,Normal
98,4,189,26,6,6,1.7,11,2,Normal
93,5,170,8,6,6,1.6,11,2,Normal
61,4,139,19,6,6,1,11,11,Normal
50,3,226,8,6,6,0.8,11,5,Normal
49,5,81,17,6,6,0.9,11,6,Normal
52,4,107,12,6,6,0.9,10,11,Normal
56,6,79,16,5,5,1,7,13,Normal
39,4,62,10,7,6,0.7,14,8,Normal
36,7,76,17,6,6,0.7,8,3,Normal
36,4,57,39,6,6,0.6,11,8,Normal
51,4,94,5,6,6,0.9,11,4,Normal
33,4,88,5,6,6,0.6,10,3,Normal
23,4,57,5,6,6,0.4,11,3,Normal
48,4,99,5,6,5,0.8,11,11,Normal
42,5,70,8,6,6,0.7,11,14,Normal
46,6,65,23,6,6,0.8,11,17,Normal
38,5,78,12,6,6,0.7,11,12,Normal
36,4,58,17,6,6,0.6,9,6,Normal
48,5,68,11,7,7,0.8,15,3,Normal
37,3,72,9,6,6,0.6,10,5,Normal
39,5,141,25,5,5,0.7,7,7,Normal
36,5,123,64,6,6,0.6,7,2,Normal
40,6,135,28,5,5,0.7,10,1,Normal
35,3,106,32,5,5,0.6,7,1,Normal
23,5,55,7,6,6,0.4,7,1,Normal
38,3,68,8,6,6,0.6,14,7,Normal
32,3,58,6,5,5,0.5,7,8,Normal
46,6,71,17,6,6,0.8,12,2,Normal
38,8,71,23,5,5,0.7,10,0,Normal
55,5,99,16,6,6,100,18,0,Normal
23,4,48,22,5,5,0.4,6,0,Normal
19,4,49,13,5,5,0.3,6,0,Normal
32,4,81,4,5,5,0.6,6,4,Normal
35,4,92,10,5,5,0.6,9,7,Normal
29,5,50,27,5,5,0.5,10,4,Normal
35,6,53,38,6,5,0.6,9,7,Normal
46,5,88,26,6,6,0.8,11,7,Normal
35,5,46,9,6,6,0.6,11,1,Normal
32,4,46,9,6,6,0.6,12,3,Normal
42,3,62,5,5,5,0.7,7,12,Normal
44,7,61,16,6,6,0.8,14,7,Normal
59,5,89,12,6,6,1,14,13,Normal
38,5,88,22,7,7,0.7,10,7,Normal
46,6,125,18,6,6,0.8,11,4,Normal
30,4,73,23,6,6,0.5,11,8,Normal
31,5,38,22,7,7,0.6,16,3,Normal
79,4,152,12,6,6,1.3,16,12,Normal
65,6,143,36,7,7,1.1,18,7,Normal
58,6,129,35,7,7,1,16,15,Normal
40,5,68,19,7,7,0.7,19,10,Normal
43,4,59,11,6,6,0.7,9,8,Normal
38,5,62,17,6,6,0.7,10,14,Normal
54,9,114,31,6,6,1,13,13,Normal
46,3,123,17,6,5,0.8,10,10,Normal
39,6,55,23,6,6,0.7,10,8,Normal
25,6,35,22,5,5,0.5,8,8,Normal
39,4,68,6,6,6,0.7,10,20,Normal
43,3,67,15,6,6,0.7,9,14,Normal
48,6,64,14,6,6,0.9,10,14,Normal
57,8,110,53,6,6,1,10,11,Normal
53,5,85,19,6,6,0.9,11,7,Normal
40,6,56,24,6,6,0.7,12,9,Normal
58,7,121,24,6,6,1,15,19,Normal
47,5,142,21,5,5,0.8,12,12,Normal
41,3,68,11,6,6,0.7,10,7,Normal
56,6,72,20,7,7,1,15,9,Normal
39,8,53,24,5,5,0.7,8,6,Normal
27,3,39,6,6,6,0.5,11,1,Normal
19,5,26,11,5,5,0.4,7,1,Normal
32,3,74,57,6,6,0.5,8,1,Normal
25,2,54,2,6,6,0.4,8,2,Normal
55,3,92,6,7,6,0.9,8,5,Normal
48,2,81,8,6,6,0.8,9,7,Normal
45,4,118,18,6,6,0.8,11,2,Normal
56,5,144,9,6,6,1,11,5,Normal
31,5,55,12,7,7,0.6,9,0,Normal
25,3,33,13,6,6,0.4,12,2,Normal
31,5,48,8,6,6,0.6,9,1,Normal
35,4,54,10,7,7,0.6,12,1,Normal
42,4,68,28,6,6,0.7,12,3,Normal
55,5,123,12,6,6,100,13,7,Normal
36,5,77,10,7,7,0.6,14,5,Normal
38,4,88,10,6,6,0.7,11,7,Normal
51,8,167,67,6,6,0.9,10,8,Normal
49,4,106,55,6,6,0.8,12,6,Normal
39,5,97,50,6,6,0.7,11,6,Normal
36,6,92,18,5,5,0.7,7,7,Normal
38,7,82,41,7,7,0.7,13,5,Normal
54,5,101,52,6,6,0.9,15,2,Normal
91,6,156,25,6,6,1.6,13,11,Normal
76,7,135,29,6,6,1.3,11,7,Normal
31,5,64,12,6,6,0.6,9,4,Normal
52,4,90,7,6,6,0.9,11,4,Normal
38,5,47,18,6,5,0.7,10,7,Normal
47,5,68,8,6,6,0.8,10,3,Normal
63,4,114,28,5,6,1.1,8,11,Normal
31,6,62,8,6,6,0.6,11,7,Normal
30,5,76,15,6,6,0.5,12,1,Normal
51,6,87,13,6,6,0.9,12,3,Normal
33,5,73,10,6,6,0.6,12,0,Normal
31,6,59,19,6,6,0.6,10,6,Normal
39,3,60,5,6,6,0.7,11,7,Normal
27,4,57,28,6,6,0.5,10,3,Normal
24,2,58,7,6,6,0.4,9,7,Normal
60,4,94,18,7,7,1,11,15,Normal
80,6,112,17,7,7,1.4,14,4,Normal
67,5,92,12,7,7,1.2,14,12,Normal
72,5,91,17,6,6,1.2,13,19,Normal
83,7,219,25,7,6,1.5,13,16,Normal
38,7,49,19,6,6,0.7,13,5,Normal
38,5,105,13,6,6,0.7,9,7,Normal
30,4,67,9,6,6,0.5,10,6,Normal
45,4,86,8,7,6,0.8,14,8,Normal
32,5,49,9,6,6,0.6,8,5,Normal
32,5,51,7,5,5,0.6,7,6,Normal
25,4,50,6,5,5,0.4,8,6,Normal
32,2,42,3,6,6,0.5,13,10,Normal
34,5,48,10,6,6,0.6,14,6,Normal
56,3,74,4,7,7,0.9,11,3,Normal
34,4,56,7,7,7,0.6,14,3,Normal
42,4,100,11,6,6,0.7,11,5,Normal
39,4,85,11,5,5,0.7,8,8,Normal
42,5,70,23,5,5,0.7,7,10,Normal
84,4,160,13,7,7,1.4,14,5,Normal
74,7,164,24,6,6,1.3,13,4,Normal
67,6,121,30,6,6,1.2,11,11,Normal
45,6,124,40,6,6,0.8,11,10,Normal
70,5,207,10,7,7,1.2,14,22,Normal
42,4,78,8,6,6,0.7,14,8,Normal
52,5,84,14,7,6,0.9,17,9,Normal
45,7,55,21,6,6,0.8,15,8,Normal
35,4,38,13,6,6,0.6,15,5,Normal
54,6,95,14,7,7,100,16,9,Normal
53,2,95,9,6,6,0.9,12,11,Normal
35,4,63,9,6,6,0.6,9,7,Normal
49,4,99,10,5,5,0.8,8,11,Normal
61,7,95,26,6,6,1.1,9,12,Normal
44,4,77,11,6,6,0.8,10,1,Normal
77,7,110,27,7,7,1.4,14,10,Normal
57,6,124,30,6,6,1,10,10,Normal
45,5,74,24,7,6,0.8,11,8,Normal
53,2,78,7,6,6,0.9,10,4,Normal
46,7,87,37,6,6,0.8,10,9,Normal
41,5,76,14,6,6,0.7,11,11,Normal
70,5,135,14,6,6,1.2,14,14,Normal
58,4,95,14,7,7,1,14,4,Normal
52,8,103,31,7,7,100,14,11,Normal
43,5,71,6,7,6,0.8,13,7,Normal
42,6,103,9,6,6,0.8,12,5,Normal
46,3,85,25,7,7,0.8,13,6,Normal
55,4,82,28,7,7,0.9,14,10,Normal
45,4,106,15,5,5,0.8,9,9,Normal
96,6,178,7,7,7,1.7,13,13,Normal
57,5,139,23,7,7,1,14,8,Normal
51,4,145,34,7,7,0.9,11,3,Normal
51,4,88,17,6,6,0.9,14,8,Normal
55,6,78,10,6,6,1,11,5,Normal
60,6,98,25,7,7,1.1,14,6,Normal
37,7,82,58,6,6,0.7,13,7,Normal
39,4,65,51,7,6,0.7,11,1,Normal
86,7,142,50,6,6,1.5,14,5,Normal
99,3,438,11,6,6,1.7,14,9,Normal
83,6,376,70,6,6,1.4,11,2,Normal
69,7,193,15,7,7,1.2,14,3,Normal
45,5,77,15,7,7,0.8,11,1,Normal
50,2,71,3,6,6,0.8,14,4,Normal
42,4,50,8,6,6,0.7,8,4,Normal
45,2,65,5,7,7,0.7,11,10,Normal
39,7,53,47,7,7,0.7,14,6,Normal
34,4,47,6,6,6,0.6,11,3,Normal
43,5,76,15,6,7,0.8,14,2,Normal
72,5,107,41,5,5,1.2,10,10,Normal
65,5,98,15,6,6,1.1,11,7,Normal
94,6,138,60,7,7,1.6,14,10,Normal
42,3,67,5,7,7,0.7,15,3,Normal
77,5,228,16,7,7,1.3,15,10,Normal
72,3,210,7,6,6,1.2,14,9,Normal
30,4,35,9,7,7,0.5,14,0,Normal
62,5,161,50,6,6,1.1,10,2,Normal
49,6,86,31,6,6,0.9,10,8,Normal
57,6,258,104,6,6,1,11,4,Normal
38,5,82,118,6,6,0.7,9,6,Normal
42,4,83,41,5,5,0.7,7,10,Normal
51,4,97,29,6,5,0.9,7,13,Normal
60,6,118,33,6,6,1.1,11,6,Normal
47,7,72,19,6,6,0.9,10,6,Normal
37,6,53,11,7,7,0.7,11,6,Normal
53,8,78,21,7,7,1,11,6,Normal
74,4,134,33,6,6,1.3,10,8,Normal
102,7,334,68,6,6,1.8,14,7,Normal
47,4,90,20,6,6,0.8,14,6,Normal
45,5,62,18,7,7,0.8,11,8,Normal
59,6,103,23,7,7,1,14,7,Normal
95,5,208,27,6,6,1.6,11,5,Normal
44,6,68,32,7,7,0.8,14,2,Normal
45,6,63,14,7,6,0.8,12,9,Normal
33,6,69,19,6,7,0.6,12,8,Normal
31,5,68,15,6,6,0.6,10,9,Normal
34,5,40,18,6,6,0.6,11,10,Normal
34,6,47,25,6,6,0.6,10,2,Normal
58,4,110,12,7,6,1,12,7,Normal
54,5,131,14,6,6,0.9,11,7,Normal
32,4,72,11,7,7,0.6,14,5,Normal
33,6,59,27,5,5,0.6,10,1,Normal
64,6,95,52,7,7,1.1,14,2,Normal
64,5,147,40,8,7,1.1,17,8,Normal
56,5,120,20,7,7,1,17,7,Normal
44,4,66,21,6,6,0.8,17,8,Normal
26,4,44,9,6,6,0.5,11,4,Normal
47,4,68,14,7,7,0.8,14,3,Normal
38,3,51,7,7,7,0.6,14,6,Normal
71,6,150,54,7,7,1.2,14,3,Normal
44,5,105,20,6,6,0.8,9,4,Normal
37,3,75,16,6,6,0.6,11,6,Normal
62,5,109,30,7,7,1.1,14,6,Normal
33,5,43,28,6,6,0.6,11,6,Normal
52,5,74,14,6,6,0.9,15,9,Normal
68,7,87,13,7,7,1.2,14,6,Normal
64,3,140,9,6,6,1.1,11,15,Normal
88,8,161,26,6,6,1.6,12,9,Normal
51,5,83,13,6,6,0.9,16,12,Normal
53,8,97,24,6,6,1,17,7,Normal
92,5,223,17,6,6,1.6,16,10,Normal
59,6,130,17,6,6,1,17,2,Normal
67,5,134,7,6,6,1.2,11,5,Normal
53,6,73,25,7,7,0.9,11,6,Normal
60,3,92,10,7,7,1,14,10,Normal
39,5,71,14,6,6,0.7,12,3,Normal
70,5,120,22,6,6,1.2,13,6,Normal
33,5,52,18,6,6,0.6,14,4,Normal
49,5,96,11,6,6,0.9,11,1,Normal
52,1,85,10,7,7,0.8,14,5,Normal
42,3,53,18,7,7,0.7,14,2,Normal
67,4,104,22,7,6,1.1,14,2,Normal
95,7,292,30,7,7,1.7,14,7,Normal
81,6,258,86,7,7,1.4,13,8,Normal
45,6,93,21,7,7,0.8,13,5,Normal
46,7,71,84,7,7,0.8,13,2,Normal
24,5,30,12,6,6,0.4,11,4,Normal
75,5,148,21,7,7,1.3,11,8,Normal
35,4,58,21,6,6,0.6,11,4,Normal
44,7,72,20,6,6,0.8,11,6,Normal
59,6,100,22,6,6,1,14,10,Normal
59,4,121,16,6,6,1,9,3,Normal
82,7,167,88,5,5,1.4,9,5,Normal
82,5,209,21,6,6,1.4,14,11,Normal
64,7,146,36,7,7,1.1,14,8,Normal
104,6,288,31,6,7,1.8,14,7,Normal
86,5,258,20,6,6,1.5,11,6,Normal
41,4,86,10,6,6,0.7,14,2,Normal
71,5,126,14,6,6,1.2,14,19,Normal
88,5,145,13,6,6,1.5,14,13,Normal
67,5,107,29,7,7,1.2,12,9,Normal
28,6,47,24,6,6,0.5,10,3,Normal
58,4,108,19,6,6,1,14,5,Normal
66,4,122,10,6,6,1.1,9,9,Normal
73,6,155,51,7,7,1.3,14,10,Normal
140,6,852,54,6,6,2.4,14,18,Normal
250,7,770,22,6,6,4.2,14,28,Normal
135,6,572,40,5,5,2.3,11,17,Normal
182,3,474,6,5,5,3,14,27,Normal
35,6,55,17,7,6,0.6,14,2,Normal
83,6,183,44,8,7,1.4,12,2,Normal
76,6,149,18,7,6,1.3,13,17,Normal
49,5,87,36,7,7,0.9,14,9,Normal
57,6,103,21,6,6,1,14,11,Normal
58,2,105,2,7,7,100,15,2,Normal
66,4,104,14,7,7,1.1,15,8,Normal
62,6,123,42,6,6,1.1,9,12,Normal
47,5,101,17,7,7,0.8,14,3,Normal
33,5,49,17,8,8,0.6,12,3,Normal
29,4,44,10,6,6,0.5,14,1,Normal
47,3,89,8,6,6,0.8,16,9,Normal
30,3,49,4,6,6,0.5,10,3,Normal
48,4,74,18,7,6,0.8,16,5,Normal
56,4,100,11,7,7,100,16,6,Normal
36,6,44,15,7,7,0.7,14,8,Normal
44,3,55,7,6,6,0.7,10,4,Normal
48,4,82,25,7,7,0.8,14,1,Normal
63,4,119,23,7,7,1.1,12,5,Normal
37,5,105,87,6,6,0.7,11,8,Normal
35,5,94,42,7,7,0.6,11,7,Normal
30,5,85,21,6,6,0.5,13,1,Normal
58,5,91,61,7,7,1,13,13,Normal
34,5,44,22,6,6,0.6,11,5,Normal
47,6,80,27,8,8,0.8,13,5,Normal
58,5,121,10,7,6,1,14,4,Normal
145,6,292,10,7,7,2.5,15,17,Normal
138,5,266,13,7,7,2.3,16,14,Normal
69,4,144,13,6,6,1.2,15,16,Normal
50,8,77,25,6,6,0.9,12,10,Normal
52,5,64,19,6,6,0.9,11,5,Normal
45,5,53,12,5,5,0.8,11,3,Normal
41,5,61,10,6,6,0.7,10,9,Normal
104,8,209,49,7,7,1.8,13,11,Normal
97,6,173,51,8,8,1.7,14,11,Normal
38,6,67,21,6,6,0.7,12,1,Normal
40,5,59,24,5,5,0.7,8,4,Normal
25,5,38,17,5,5,0.5,11,2,Normal
76,4,117,20,6,6,1.3,14,11,Normal
35,5,55,16,6,6,0.6,10,4,Normal
30,7,40,16,6,6,0.6,9,5,Normal
52,5,67,17,6,6,0.9,9,6,Normal
41,6,60,23,6,6,0.7,14,3,Normal
50,6,69,20,7,7,0.9,14,12,Normal
40,7,60,20,6,6,0.7,10,7,Normal
39,8,60,26,6,6,0.7,9,10,Normal
33,5,45,9,7,7,0.6,11,2,Normal
45,7,57,24,6,7,0.8,12,1,Normal
34,5,48,17,5,5,0.6,10,3,Normal
44,4,79,9,6,6,0.8,11,1,Normal
60,2,99,20,6,6,1,13,3,Normal
237,8,1851,206,5,6,4,11,19,Normal
213,3,1343,7,5,5,3.6,11,17,Normal
59,7,100,32,6,6,1.1,11,2,Normal
44,6,70,13,6,6,0.8,11,1,Normal
41,5,72,42,6,6,0.7,13,6,Normal
33,4,77,16,6,6,0.6,10,4,Normal
32,6,63,28,7,7,0.6,11,3,Normal
37,5,58,8,6,6,0.7,11,3,Normal
49,4,72,14,6,6,0.8,9,7,Normal
30,5,34,15,6,6,0.5,9,4,Normal
49,7,95,11,7,7,0.9,12,4,Normal
43,5,82,7,7,7,0.8,11,7,Normal
31,6,52,29,5,5,0.6,9,6,Normal
44,3,54,9,6,6,0.7,11,1,Normal
45,2,98,4,6,6,0.7,10,3,Normal
43,4,83,22,6,6,0.7,10,6,Normal
41,6,97,27,6,6,0.7,11,6,Normal
28,5,50,30,5,5,0.5,7,1,Normal
28,5,49,18,7,7,0.5,15,3,Normal
54,5,95,13,6,6,0.9,14,10,Normal
46,4,71,14,7,7,0.8,16,9,Normal
123,8,260,27,7,7,2.1,14,22,Normal
39,4,59,15,6,6,0.7,12,5,Normal
